hid,title,type,rating,origination,read,last_read,synonyms,mal,anilist,mangaupdates
FjHOpaSC,Legend of an Asura - The Poison Dragon,Reading,0,Manhwa,133,2023-05-15,"Легенда о Cуре: Ядовитый Дракон,수라전설 독룡,修羅伝説 毒龍,Legenda Asury - Trujący Smok,Poison Dragon: The Legend of an Asura,La Légende du Dragon venimeux,Legend Of An Asura: The Poison Dragon,Legend of Sura - Venom Dragon,Surajeonseol Dongnyong",https://myanimelist.net/manga/150784,https://anilist.co/manga/130566,https://www.mangaupdates.com/series/zvxxh2p
CmPUE59P,Límín Dìguó,Reading,0,Manhua,29,2025-07-24,"Commoner's Empire,Le Man Empire,Kekaisaran Le Man,黎民帝国,Dawn Empire",,https://anilist.co/manga/134163,https://www.mangaupdates.com/series/lpgarmu
xvtaPT9G,The Genius Medicinal Mage,Reading,0,Manhwa,48,2023-09-30,"Drug-Eating Genius Mage,약먹는 천재 마법사,Genius Wizard Takes Medicine,El mago prodigio devorador de medicina,Yakmeokneun Cheonjaemabeopsa,天才魔法使いは今日も薬を飲む,没药根本撑不住的魔法师,The Genius Medicinal Mage,Toxico-Mage",https://myanimelist.net/manga/156735,https://anilist.co/manga/162190,https://www.mangaupdates.com/series/cjznhgu
v5Xyd2H9,Kanteishi wa Douga Haishin de Level Up Through,Reading,0,Manga,50,2023-11-14,"I Levelled up by Becoming an Influencer,Appraisers level up through video distribution,鑑定士は動画配信でレベルアップする,감정사는 조회수로 레벨업한다,Appraiser Levels Up With Views,I Levelled Up by Becoming an Influencer",,https://anilist.co/manga/170210,https://www.mangaupdates.com/series/9149v6i
CUYRo3us,Doctor Player,Reading,0,Manhwa,65,2023-10-22,"닥터 플레이어,Dr. Player,ドクター・プレイヤー",https://myanimelist.net/manga/155703,https://anilist.co/manga/158221,https://www.mangaupdates.com/series/w0jraos
YjYizWBF,Isekai Yakkyoku,Reading,0,Manga,64.1,2026-04-03,"เภสัชกรเทพสองโลก,異世界藥局,異世界薬局,이세계 약국,La pharmacie d'un autre monde,Аптека в ином мире,Apotek Dunia Lain,Parallel World Pharmacy,Фармацевт из другого мира,异世界药局,เภสัชกรเทพสองโลก (PHOENIX),Hiệu Thuốc Ở Dị Giới,Otherworld Pharmacy",https://myanimelist.net/manga/103320,https://anilist.co/manga/99024,https://www.mangaupdates.com/series/i85t46t
Sq5wb8Tc,Book Eater,Reading,0,Manhwa,114,2024-01-23,"책 먹는 마법사,The Book Eating Magician,本を食べる魔法使い,Le magicien mangeur de livres,Book Eater -The Pride-,الساحر آكل الكتب,噬书魔法师,噬書者,Book Eater (Mackenro),Маг, Пожирающий Книги",https://myanimelist.net/manga/148617,https://anilist.co/manga/137375,https://www.mangaupdates.com/series/qfx33mg
YlR87s30,Absolute Master of the Senate,Reading,0,Manhwa,85,2024-05-05,"월령검제,Moon Shadow Sword Emperor,月影剣帝（げつえいけんてい）,L'Empereur de l'ombre lunaire,Moon-Shadow Sword Emperor,月影劍帝",https://myanimelist.net/manga/162699,https://anilist.co/manga/160890,https://www.mangaupdates.com/series/ybwdy2o
g_Jpt1ML,Dark and Light Martial Emperor,Reading,0,Manhwa,53.5,2026-06-04,"Monochrome Sovereign,黑白武帝,흑백무제,Black and White Martial Emperor",https://myanimelist.net/manga/168969,https://anilist.co/manga/172932,https://www.mangaupdates.com/series/dto0zyp
zuf31lGh,The Regressed Demon Lord Is Kind,Reading,0,Manhwa,59,2024-12-15,"회귀한 마왕은 착하게 산다,The Regressed Demon Lord Is Kind,The Returning Devil Lives a Good Life,Hoegwihan Mawang eun Chakage Sanda,回归后的魔王变善良了,やり直し魔王に善き人生を",,https://anilist.co/manga/175502,https://www.mangaupdates.com/series/yb5ms5q
e1B7QCRX,I Became a Ruined Character in a Dark Fantasy,Reading,0,Manhwa,46,2024-09-10,"다크 판타지의 망캐가 되었다,I Became a Dark Fantasy Villain,Doomed Character of a Dark Fantasy World,I Got Transmigrated to a Dark Fantasy MMORPG and Became the Ruined Character I Raised,Trash of a Dark Fantasy,ダークファンタジーのゴミキャラになった,I Became a Ruined Character in a Dark Fantasy",https://myanimelist.net/manga/173471,https://anilist.co/manga/175470,https://www.mangaupdates.com/series/js43tgy
UExLYHoW,Solo Resurrection,Reading,0,Manhwa,96,2026-06-12,"Na Honja Buhwalhanda,Só Eu Revivo,나 혼자 부활한다,I Alone Resurrect,I Am Resurrected Alone,Resurrección solitaria,Tái Sinh Đơn Độc,Yalnız Diriliş,俺一人で蘇る,Я воскрешаюсь в одиночку",https://myanimelist.net/manga/174472,https://anilist.co/manga/180904,https://www.mangaupdates.com/series/ph4f64e
7pB5LHZB,"Tensei Shite High Elf ni Narimashitaga, Slow Life wa 120-nen de Akimashita - Highelf with a Long Life",Reading,0,Manga,50,2026-05-02,"転生してハイエルフになりましたが、スローライフは１２０年で飽きました　-Highelf with a long life-,I was Reborn and Became a High Elf, but I Got Tired of My Slow Life after 120 Years,Enough with This Slow Life! I Was Reincarnated as a High Elf and Now Im Bored,転生してハイエルフになりましたが、スローライフは120年で飽きました",https://myanimelist.net/manga/141278,https://anilist.co/manga/135378,https://www.mangaupdates.com/series/5i7bzhj
BGFHlkI8,The Great Wizard Transcendent,Reading,0,Manhwa,159,2025-07-23,"Archmage Transcending Through Regression,회귀로 초월하는 대마도사,Arquimago Transcendido Pela Regressão,Hoegwiro Chowolhaneun Daemadosa,L'archimage transcende par revenir en le temps,El archimago que trascendiendo a través de la regresión,Архимаг, преодолевающий регрессию,Sil baştan büyücü,回帰して世界を変える大魔法使い,超越时间的大魔导士,Ma pháp sư vĩ đại hồi quy,逆轉時光的大魔導士,Archmage Who Transcends by Returning,La Transcendance du grand mage",https://myanimelist.net/manga/153859,https://anilist.co/manga/155618,https://www.mangaupdates.com/series/m8lw9la
BB2OGCSU,Return of the Blossoming Blade,Reading,0,Manhwa,166,2026-06-12,"Hoa Sơn Quy Hoàn,화산귀환,Return of the Mount Hua Sect,Return of Sword Master,Volcanic Return,หวนคืนสู่ฮวาซาน,剑尊归来,劍尊歸來,Возрождение Хуашань,Hwasangwihwan,Return of the Flowery Mountain Sect,Return of the Huashan Sect,Le retour du clan Hwasan,Retorno da seita do monte hua,El retorno de la hoja del Ciruelo,Hwasan Gwihwan,Return of the Blossoming Blade,劍尊歸來 第二季,花山歸還,華山帰還,Die Rückkehr der Huashan-Sekte,O Retorno da Seita do Monte Hua,Return of the Sword Master (LICO),Secta de la montaña,El regreso de la secta del monte hua",https://myanimelist.net/manga/146878,https://anilist.co/manga/132144,https://www.mangaupdates.com/series/cmx86o6
amROUCO1,The Divine Twilight's Return,Reading,0,Manhwa,120,2024-07-23,"부서진 성좌의 회귀,Возвращение разбитого созвездия,Return of the Shattered Constellation,Return of the Broken Constellation,El Retorno De La Constelación Rota,Le Retour de la constellation brisée,ラグナロク～壊れた星座の回帰～,破碎圣座的回归,破碎星座的回归",https://myanimelist.net/manga/146385,https://anilist.co/manga/143117,https://www.mangaupdates.com/series/rc5q6v9
TOiV0e1y,I Raise Skeletons,Reading,0,Manhwa,30.5,2025-02-17,"나는 스켈레톤을 키운다,How to Raise Your Skeletons,I Can Raise Skeletons,Cómo criar a tus esqueletos",https://myanimelist.net/manga/176838,https://anilist.co/manga/186158,https://www.mangaupdates.com/series/7vjebm0
M_da1HCs,Rebirth of the Strongest Sword God,Reading,0,Manhua,80,2024-03-29,"The Strongest Swordsman,Reborn as the Strongest Swordsman,Reincarnation of the Strongest Sword God,重生之最强剑神,Tối Cường Kiếm Thần Trọng Sinh Ký,최강 고인물, 귀환하다!,Kiếm Thần Trùng Sinh,リベンジ～最強剣神の復讐～,Reencarnación Del Dios De La Espada Más Fuerte",,https://anilist.co/manga/154208,https://www.mangaupdates.com/series/pnzkzeo
orjiGDGQ,Otome Game no Heroine de Saikyou Survival,Reading,0,Manga,36,2026-05-02,"여성향 게임의 히로인으로 최강 서바이벌,Выживание сильнейшей героини в отомэ-игре,A luta da heroína Otome pela sobrevivência,Yeongseonghyang Geimui Hiroineuro Choigang Seobaobeol,L'héroine d'un jeu otome survie en devenant la plus forte,Otome Game no Heroine de Saikyou Survival @COMIC,乙女ゲームのヒロインで最強サバイバル@COMIC,Otome Game no Heroine de Saikyou Survival @COMIC,The Otome Heroine's Fight for Survival,Strongest Survival with an Otome Game's Heroine,Heroine Survival,身为女性向游戏的女主角挑战最强生存剧",https://myanimelist.net/manga/143510,https://anilist.co/manga/138555,https://www.mangaupdates.com/series/rrpbfkz
0J2XwhVm,I Am the Shadow Reverend,Reading,0,Manhua,40,2025-12-14,"Born With Poisonous Milk, I Cursed the Whole World!,Soy la sombra reverente,Tian Sheng Du Nai, Wo Zuzhoule Quan Shijie!,天生毒奶，我詛咒了全世界！,天生毒奶，我诅咒了全世界！,全民转职：我牧师，都什么阴间技能,Tiān Shēng Dú Nǎi, Wǒ Zǔzhòule Quán Shìjiè!",,https://anilist.co/manga/181983,https://www.mangaupdates.com/series/om703fb
HUIcQdn4,The Hero Returns,Reading,0,Manhwa,157,2026-06-10,"Hero, Returns,영웅, 회귀하다,Герой возвращается,Heroe, regresa,英雄、回帰する,Yeongung, Hoegwihada,El héroe regresa,عودة البطل,英雄归来,重新覺醒的英雄",https://myanimelist.net/manga/150455,https://anilist.co/manga/146017,https://www.mangaupdates.com/series/lznnqm7
QNkcAEGs,Margrave’s Bastard Son was The Emperor,Reading,0,Manhwa,110,2026-03-22,"Ian the Illegitimate Son Was an Emperor,El hijo bastardo del marqués era el emperador,Margrave's Bastard Son Was the Emperor,辺境伯家の落ちこぼれは皇帝だった,边境庶子是皇帝,변경백 서자는 황제였다,O Filho Bastardo de Margrave era o Imperador,The Margrave's Bastard Used to be the Emperor,O Filho Bastardo dos Margrave era o Imperador",https://myanimelist.net/manga/170725,https://anilist.co/manga/179963,https://www.mangaupdates.com/series/jamg1pn
oYYAQsZ3,The Hammer,Reading,0,Manhwa,102,2024-11-17,"The Hammer,더 해머,I Picked a Hammer to Save the World,雷霆之鎚,雷霆之锤,ザ・ハンマー～回帰した大陸最強騎士～",https://myanimelist.net/manga/157701,https://anilist.co/manga/161242,https://www.mangaupdates.com/series/r0x6i5t
xDUm_VMO,The Heavenly Demon Wants a Quiet Life,Reading,0,Manhwa,85,2026-06-12,"El demonio celestial quiere una vida tranquila,천마는 조용히 살고싶다,Cheonma-neun Joyonghi Salgosipda,Cheonma Wants to Live Quietly,ชาตินี้เทพมารขอชิล,天魔只想苟着,Demônio Celestial Quer Viver em Paz",https://myanimelist.net/manga/176735,https://anilist.co/manga/185816,https://www.mangaupdates.com/series/fh8iy3a
tu1x0uVO,Infinite Leveling: Murim,Reading,0,Manhwa,260,2026-05-31,"無限レベルアップin武林,무한 레벨업 in 무림,Infinite Level Up in Murim,Непрерывное поднятие уровня в Муриме,Unlimited level-ups in murim,無限 Level up in 武林,Level Up infini au Murim,无限升级in武林,Muhan Rebereob in Murim",https://myanimelist.net/manga/184860,https://anilist.co/manga/134635,https://www.mangaupdates.com/series/7gil1ko
4brUYn7Q,Goblin Slayer Gaiden: Year One,Reading,0,Manga,126,2026-01-04,"Убийца Гоблинов: Год первый,ゴブリンスレイヤー外伝：イヤーワン,哥布林殺手外傳：第一年,Kẻ Diệt Yêu Tinh: Năm Thứ Nhất,Dũng Sĩ Diệt Yêu Tinh: Năm Thứ Nhất,Goblin Katili Yan Hikaye: Birinci Yıl,ก็อบลิน สเลเยอย์ : สตอรี่ เยียร์วัน,哥布林杀手外传：第一年,고블린 슬레이어 외전 : 이어 원,Goblin Slayer Side Story: Year One",https://myanimelist.net/manga/109608,https://anilist.co/manga/100117,https://www.mangaupdates.com/series/y40hqfl
S4qxYLts,The Roguish Guard in a Medieval Fantasy,Reading,0,Manhwa,34,2026-06-12,"Jungse Fantasy sok Mangnani Gyeongbijojang,Roguish Guard in a Medieval Fantasy,A Rogue Guard in a Medieval Fantasy,Un guardia de seguridad loco en una fantasía medieval,中世紀不良警衛,The Roguish Guard in a Medieval Fantasy,중세 판타지 속 망나니 경비조장,The Chaotic Guard Captain in a Fantasy World,The Rogue Captain of the Guards in a Medieval Fantasy World",,https://anilist.co/manga/182511,https://www.mangaupdates.com/series/7gccx93
NLQxbB6l,World's Strongest Survivor,Reading,0,Manhwa,38.5,2026-05-21,"서바이벌로 세계 최강,Kanun Tanımaz Oyuncu,Survival-ro Segye Choegang,A Survivor's Chronicle,El sobreviviente más fuerte del mundo,異世界バトロワ生存記,Isekai Batorowa Seizonki",https://myanimelist.net/manga/187216,https://anilist.co/manga/191819,https://www.mangaupdates.com/series/k0k2k3h
bsDER2lR,The Genius Assassin Who Takes It All,Reading,0,Manhwa,70,2025-02-14,"自導自演的天才暗殺者,O assassino genial que absorve tudo,Honja Da Hae Meongneun Cheonjae Amsalja,혼자 다 해 먹는 천재 암살자,The Genius Assassin Who Eats Everything,The Genius Assassin Who Eats All By Himself,The Genius Assassin Who Eats Everything Alone,全靠自己的暗杀天才,悪役作家はチート暗殺者,El genio asesino lo tomará todo",https://myanimelist.net/manga/165027,https://anilist.co/manga/172165,https://www.mangaupdates.com/series/67ofheg
PJ8eH6C_,Arctic Cold War,Reading,0,Manhua,63,2025-11-17,"Cực Hàn Chiến Kỷ,Sobreviviendo en el Apocalipsis Glacial,Surviving Disaster: Extreme Cold,極寒戦記,Холодная война,Cực Hàn Chiến Kỷ,Sobreviviendo en el Apocalipsis Glacial,Surviving Disaster：Extreme Cold,The Chronicle of Extreme Cold,極寒戦記,극한전기,Surviving Disaster: Extreme Cold,Extreme Cold War,极寒战纪,Ji Han Zhan Ji,Jí Hán Zhàn Jì,สงครามเย็นสุดขั้ว,Frozen Frontiers,Chronicles of the Polar War,Cực Hàn Chiến Kỷ,Sobreviviendo en el Apocalipsis Glacial",,https://anilist.co/manga/182412,https://www.mangaupdates.com/series/8omocm5
aEnbYaSG,"Sekkaku Cheat wo Moratte Isekai ni Ten'i shita n dakara, Suki na You ni Ikitemitai",Reading,0,Manga,55.5,2025-02-19,"Vive la triche !,Puisque j'ai reçu un sort surpuissant et que j'ai été transporté dans un nouveau monde, je vais vivre comme je l'entends,모처럼 치트를 받아서 이세계에 전이했으니까, 맘대로 살고 싶어,Я получил читерскую способность и был перенесен в иной мир, так что теперь я буду жить, как сам того захочу,难得拿到外挂转生至异世界，就想要随心所欲过生活,難得拿到外掛轉生至異世界，就想要隨心所欲過生活,Sekkaku Cheat o Moratte Isekai ni Ten'i shita n dakara, Suki na You ni Ikitemitai,Might as Well Cheat: I Got Transported to Another World Where I can Live My Wildest Dreams!,I Got a Cheat and Moved to Another World, So I Want to Live as I Like.,せっかくチートを貰って異世界に転移したんだから、好きなように生きてみたい THE COMIC,I Got a Cheat and Moved to Another World, so I Want to Live as I Like,Might as Well Cheat,Sekkaku Cheat o Moratte Isekai ni Teni shita n dakara, Suki na you ni Ikitemitai,Since I received a cheat and was transported to another world, I'm going to live as I want",https://myanimelist.net/manga/113152,https://anilist.co/manga/101294,https://www.mangaupdates.com/series/m5zlan9
2fXVyJzc,Enrolling Was a Mistake,Reading,0,Manhwa,56,2025-12-05,"입학은 괜히 해 가지고,Why Did I Have to Enroll?,I shouldn't have enrolled,Admission is a Waste of Time",https://myanimelist.net/manga/176056,https://anilist.co/manga/186020,https://www.mangaupdates.com/series/5kng3cb
LyF5Y6Dg,"Monster ga Afureru Sekai ni Natta Node, Suki ni Ikitai to Omoimasu",Reading,0,Manga,64,2026-04-21,"Мир полный монстров, в котором я желаю жить,モンスターがあふれる世界になったので、好きに生きたいと思います,在充满怪物的世界里为所欲为,The World is Full of Monsters, So I Want to Live as I Wish",https://myanimelist.net/manga/118652,https://anilist.co/manga/107695,https://www.mangaupdates.com/series/czu8wzw
HBWcpuyQ,Her Summon,Completed,0,Manhwa,117,2023-10-13,"Её прислужник,그녀의 소환수,Geunyeoui sohwansu,彼女の召喚獣,她的召唤兽,她的召喚獸,Invocado,A invocação,L'evocazione,L'invocation,Beschwörung,Su Invocación,احضار او",,https://anilist.co/manga/107720,https://www.mangaupdates.com/series/5skp6yy
71gMd0vF,Solo Leveling,Completed,0,Manhwa,200.5,2024-07-15,"我独自升级,我獨自升級,나 혼자만 레벨업,俺だけレベルアップな件,Поднятие уровня в одиночку,Jogador solo,Upando sozinho,Singur îmi ridic nivelul,Тільки я візьму новий рівень,سولو لولینگ,تکرو,केवल मैं स्तर बढ़ाता हूं,सोलो लेभलिङ,Aku Level Up Sendiri,Grinding Sendiri,Ben yanlız gelişirim,Tek başına seviye atlama,سولو ليفيلنغ,الإرتقاء بالمستوى منفردًا,俺だけレベルアップな件〜外伝〜,Sadece Ben Seviye Atlayabiliyorum,Yalnız Seviye Atlama,I am the only the one who levels up,Solo Adtritio,Tôi Thăng Cấp Một Mình,সোলো লেভেলিং,שחקן בודד,சோலோ லெவெலிங்,सोलो लेवलिंग,Egyéni szintlépés,Only I Level up,I level up alone,Na Honjaman Level-Up ,나혼렙,Na Honjaman Lebel-eob,Ore Dake Level Up na Ken,სოლო ლეველინგი,Solo Leveling,I Alone Level-Up",https://myanimelist.net/manga/121496,https://anilist.co/manga/105398,https://www.mangaupdates.com/series/6z1uqw7
ICwHtZ6g,FFF-Class Trashero,Completed,0,Manhwa,172,2023-09-30,"FFF-Class Trash Hero,人格FFF級のため魔王討伐やり直しになりました,FFF급 관심용사,Ублюдок FFF-ранга,FFF級 渣英雄,由於人格FFF級，重新開始了討伐魔王,FFF급관심용사,Heroe Basura de Clase FFF,Héros de rang F,Jinkaku FFF-kyuu no Tame Maou Toubatsu Yarinaoshi ni Narimashita,FFF级勇士求关注,Jinkaku FFF-kyū no Tame Maō Tōbatsu Yarinaoshi ni Narimashita,ผู้กล้าขยะ คลาส FFF,FFF급관심용사",https://myanimelist.net/manga/147463,https://anilist.co/manga/113666,https://www.mangaupdates.com/series/6ihwrfv
x4fZuCZh,The Legendary Moonlight Sculptor,Completed,0,Manhwa,175,2024-07-17,"달빛조각사,달빛 조각사,Légende du Sculpteur du Crépuscule,Легендарный лунный скульптор,El Legendario Escultor de la Luz Lunar,月光彫刻師,月光雕刻师,ประติมากรนักล่าแห่งแสงจันทร์,O Lendário Escultor do Luar,Dalbic Jogaksa,Dalbich Jogagsa,Legende du Sculpteur Crepusculaire,Nhà Điêu Khắc Ánh Trăng Huyền Thoại,Dalbin Jogaksa,Legendary Moonlight Sculptor,Legendinis Mėnulio Apšviestas Skulptorius,Moonlight Engraver",https://myanimelist.net/manga/147536,https://anilist.co/manga/85869,https://www.mangaupdates.com/series/npmikiz
Vt6f8Khn,Sun-ken Rock,Completed,0,Manga,171,2022-09-19,"サンケンロック,最强不良传说,Sun Ken Rock,คนเดือด เมืองดิบ,Скала Кен,คนเดือดเมืองดิบ (SIC)",https://myanimelist.net/manga/8848,https://anilist.co/manga/38848,https://www.mangaupdates.com/series/1sab0pw
JzEmtyXe,Grand Warlock Streamer,Completed,0,Manhwa,144,2025-05-20,"L'Archimage Streamer,BJ Archimago,BJ Grand Mage,BJ Daemadosa,ストリーマー大魔道士,全民神战：只有我能看到隐藏信息,大魔導士直播中,BJ대마도사,BJ Archmage,Archmage Streamer",https://myanimelist.net/manga/149531,https://anilist.co/manga/144999,https://www.mangaupdates.com/series/chhl0ux
LTRiJ9s7,Hoarding in Hell,Completed,0,Manhwa,60,2024-01-23,"WIEPRZ,지옥에서 독식,Acaparamiento en el infierno,Monopoly in Hell,地狱独食,地獄で独り占め,獨佔地獄",https://myanimelist.net/manga/147643,https://anilist.co/manga/144629,https://www.mangaupdates.com/series/izk0mwj
6S8thmvY,Geu Angnyeo reul Josimhaseyo!,Completed,0,Manhwa,92,2022-09-23,"Cuidado com a vilã!,¡Cuidado con la mujer malvada!,Остерегайся этой вредной женщины!,その悪女に気をつけてください,恶毒女配今天不营业,그 악녀를 조심하세요!,ระวังไว้ ยัยตัวร้ายกำลังมา,Берегись этой чертовки!,惡女出沒請小心,Берегись этой злодейки!,Attenti alla malvagia!,Kötü Kadının Şerrinden Sakının,Gare à la vilaine!,¡Cuidado con la villana!,Стережись цієї лиходійки!,Beware of the Villainess!,Գուշացեք բիրտությունից,小心那个恶女！,Beware the Villainess!",https://myanimelist.net/manga/146912,https://anilist.co/manga/117540,https://www.mangaupdates.com/series/favu771
GimPhk1K,To Be an Actor,Completed,0,Manhwa,140,2025-09-28,"Be the Actor,Baeuroseo Salgetda,I Will Live as an Actor,배우로서 살겠다,役者として生きる,Vivre comme un acteur,Comment vivre selon un acteur,Voy a vivir como un actor,Eu quero ser um ator",https://myanimelist.net/manga/155890,https://anilist.co/manga/160454,https://www.mangaupdates.com/series/mtwk25n
1J46csio,Naruto,Completed,0,Manga,700.5,2024-09-22,"נארוטו,Нароуто,নারুতো,နာရူတို,火影忍者,狐忍,-ナルト-,NARUTO -ナルト-,นินจาคาถาโอ้โฮเฮะ,ナルト,나루토,ناروتو,नारुतो,Наруто,ناروٹو,Наруто,Нарута,ნარუტო,நருடோ,Наруто,Hóⁿ-éng Jím-chiá,Naluto,NARUTO―ナルト―,Naṛutu,Նարուտո,נאַרוטאָ,ناروتۆ,ناروطو,ނަރުޓޯ,ନାରୁତୋ,ನರುಟೊ",https://myanimelist.net/manga/11,https://anilist.co/manga/30011,https://www.mangaupdates.com/series/7z3yqqk
LHup5qVT,The Greatest Estate Developer,Completed,0,Manhwa,219,2025-12-15,"역대급 영지 설계사,史上最高の領地設計士,史诗级领地设计师,Система всемогущего дизайнера,MŚCICHUJ,史詩級領地設計師,The Greatest Estate Developer,দ্য গ্রেটেস্ট এস্টেট ডেভেলপার,El Mejor Diseñador Inmobiliario,El Mejor Ingeniero del Mundo,Bậc Thầy Thiết Kế Điền Trang,Yeokdaegeum Yeongji Seolgyesa,Loco Frontera,O Melhor Engenheiro Do Mundo,Лучший инженер в мире,ยอดสถาปนิกผู้พิทักษ์อาณาจักร,The World's Best Engineer,The Greatest Estate Designer",https://myanimelist.net/manga/147272,https://anilist.co/manga/140407,https://www.mangaupdates.com/series/chin5uq
y7ZOKtLb,Kill the Hero,Completed,0,Manhwa,153,2024-01-17,"킬 더 히어로,Tuons le ""héro"",キル・ザ・ヒーロー,Убийство героя,Убить героя,獵殺英雄",https://myanimelist.net/manga/146979,https://anilist.co/manga/117536,https://www.mangaupdates.com/series/d8umws7
6OXMZjcC,I Am the Sorcerer King,Completed,0,Manhwa,143,2022-09-19,"나는 마도왕이다,Я Король-Волшебник,俺は大魔導士だ！,Ore wa Daimadoushi da!,Naneun Madowangida,Le Roi des Sorciers",https://myanimelist.net/manga/148040,https://anilist.co/manga/110042,https://www.mangaupdates.com/series/krlvrzv
Ut7FMxqN,Rookie Chef with the Magic Touch,Completed,0,Manhwa,102,2024-08-21,"삼류호텔 막내세프,El chef mas joven del hotel de 3ra categoria,Youngest Chef From the 3rd Rate Hotel,Samnyu Hotel Mangnae Chef,三流ホテルの見習いシェフ,삼류호텔 막내셰프,Samryu Hotel Maknae Chef",https://myanimelist.net/manga/148511,https://anilist.co/manga/144997,https://www.mangaupdates.com/series/gcjk2l4
YJREmAwa,The Creator is on Hiatus,Completed,0,Manhwa,120,2024-09-08,"สัปดาห์นี้งดอัปตอนใหม่,I'll Be Taking a Break for Personal Reasons,为了拯救世界暂时停更,I'm Taking a Break For Personal Reasons,The Creator Is on Hiatus,神様になったのでしばらく休載します,為了拯救世界暫停連載,I’ll be Taking a Break for Personal Reasons,Temporarily Closed for Work Reasons,일신상의 이유로 잠시 휴재합니다,El creador está en hiatus,Ilsinsangui Iyuro Jamsi Hyujaehamnida",https://myanimelist.net/manga/152775,https://anilist.co/manga/156629,https://www.mangaupdates.com/series/qbru4wn
xIrej8Kp,Vagabond,Completed,0,Manga,,2025-10-12,"Avare,Lãng Khách,Бродяга,المتشرد,วากาบอนด์,バガボンド,浪客行,베가본드,Serseri,Vagabundo,Avare,आवारा,Vagabundo",https://myanimelist.net/manga/656,https://anilist.co/manga/30656,https://www.mangaupdates.com/series/su6blie
HkLkYk81,Knight Under My Heart,Completed,0,Manhwa,40,2023-01-04,"나이트 언더 하트,Рыцарь по зову сердца,Knight Under Heart,Băng Tâm Kỵ Sĩ",https://myanimelist.net/manga/149128,https://anilist.co/manga/151121,https://www.mangaupdates.com/series/q4vsqy0
ssI5N7iK,Duke Pendragon: Master of the White Dragon,Completed,0,Manhwa,131,2025-04-14,"Baengnyonggongjang,Hakuryuu Koushaku Pendragon,백룡공작 팬드래건,White Dragon Duke: Pendragon,白龍公爵ペンドラゴン,Регрессия Герцога Пендрагона,ดยุกมังกรขาว เพนดรากอน,白龍公爵 Pendragon,Baeglyong-Gongjag Pendragon,El Duque del dragón blanco: Pendragon,白龙公爵佩德莱欧,Duque Pendragon,Duke Pendragon,Duc Pendragon, le dragon blanc,Герцог Пендрагон: повелитель белого дракона,白龙公爵佩德·莱欧",,https://anilist.co/manga/143025,https://www.mangaupdates.com/series/egvweo7
qvZVRyM2,Dungeon Ssibeomeokneun Artifact,Completed,0,Manhwa,149,2024-04-22,"Артефакты, поглощённые подземельем,Dungeons and Artifacts,橫掃地下城的神器,地下城复仇记,อาร์ติแฟกต์ถล่มดันเจี้ยน,던전 씹어먹는 아티팩트,Dungeon Devouring Artifact,Dungeons & Artifacts,L'artéfact dévoreur",https://myanimelist.net/manga/147505,https://anilist.co/manga/126594,https://www.mangaupdates.com/series/yeclv15
6pHJTyjR,Perfect Surgeon,Completed,0,Manhwa,117,2024-07-20,"AI神医的诞生,パーフェクト・ドクター,完美醫生,퍼펙트 써전,Идеальный хирург,Cirujano Perfecto",https://myanimelist.net/manga/158118,https://anilist.co/manga/146714,https://www.mangaupdates.com/series/a2sasy3
FYT7h9hj,Genius Corpse-Collecting Warrior,Completed,0,Manhwa,49,2024-10-14,"망겜의 시체줍는 천재전사,Manggemui Sichejumneun Cheonjaejeonsa,The Corpse-Picking Genius Warrior in the Broken Game,Cursed Game's Genius Knight That Picking Corpses Up,死体捜しの天才戦士,The Corpse-Picking Genius Warrior,撿屍體的天才戰士",https://myanimelist.net/manga/165029,https://anilist.co/manga/173180,https://www.mangaupdates.com/series/6cpgz25
vK2By7D_,Overlord,Completed,0,Manga,78,2023-09-09,"El soberano supremo,โอเวอร์ ลอร์ด,Le Souverain Suprème,不死者之王,오버로드,Повелитель,オーバーロード,Señor supremo,Оверлорд,Hökmdarlar hökmdarı,أوفرلورد,اورلرد,ئۆڤەرلۆرد (Central Kurdish),Overlord: Der Isekai-Manga zum Animehit!,Maharaja,Amir,أوفرلورد (مانجا),ئۆڤەرلۆرد (مانگا),اورلرد (مانگا),オーバーロード (Manga)",https://myanimelist.net/manga/81667,https://anilist.co/manga/85934,https://www.mangaupdates.com/series/77j7nkd
6Bk55Bwa,Maldan Byeongsaeseo Gunjukkaji,Completed,0,Manhwa,146,2024-06-22,"从士兵到君主,말단 병사에서 군주까지,От рыцаря самого низкого ранга до монарха,Becoming the Monarch,The Story of a Low-Rank Soldier Becoming a Monarch,จากเบี้ยสู่ราชัน,末端兵士が君主になるまで,From Soldier to Monarch,From a Terminal Soldier to a Monarch,From Pawn to King,From the End Soldier to the Monarch,From the Lowest Foot Soldier to the King,De un simple soldado a monarca",https://myanimelist.net/manga/148615,https://anilist.co/manga/137168,https://www.mangaupdates.com/series/99h7oxs
7XnWsR_T,Gantz,Completed,0,Manga,387,2022-09-19,"Ганц,جانتز,กันสึ,殺戮都市,간츠,ガンツ",https://myanimelist.net/manga/564,https://anilist.co/manga/30564,https://www.mangaupdates.com/series/2ds1kn5
